file_urls,image_urls,name,price,url
,https://hotline.ua/img/tx/446/446008257_s265.jpg,ASUS TUF Gaming F15 FX507ZC4 (FX507ZC4-HN018),"
            30 323",/ua/computer-noutbuki-netbuki/asus-tuf-gaming-f15-fx507zc4-fx507zc4-hn018/
,https://hotline.ua/img/tx/447/447683414_s265.jpg,"Apple MacBook Air 13,6"" M3 2024 Midnight (MRXV3)","
            53 499",/ua/computer-noutbuki-netbuki/apple-macbook-air-136-m3-2024-midnight-mrxv3/
,https://hotline.ua/img/tx/450/450843265_s265.jpg,Lenovo LOQ 15IRH8 (82XV009UPB),"
            34 157",/ua/computer-noutbuki-netbuki/lenovo-loq-15irh8-82xv009upb/
,https://hotline.ua/img/tx/376/376648052_s265.jpg,ASUS ROG Strix G16 G614JV (G614JV-AS73),"
            54 999",/ua/computer-noutbuki-netbuki/asus-rog-strix-g16-g614jv-g614jv-as73/
,https://hotline.ua/img/tx/436/436903974_s265.jpg,Lenovo IdeaPad Slim 3 15IAH8 Arctic Gray (83ER008URA),"
            20 299",/ua/computer-noutbuki-netbuki/lenovo-ideapad-slim-3-15iah8-arctic-gray-83er008ura/
,https://hotline.ua/img/tx/397/397853982_s265.jpg,HP Victus 15-fb1013dx (845A2UA),"
            25 500",/ua/computer-noutbuki-netbuki/hp-victus-15-fb1013dx-845a2ua/
,https://hotline.ua/img/tx/368/368083106_s265.jpg,"Apple MacBook Pro 16"" Silver 2023 (MNWC3)","
            72 599",/ua/computer-noutbuki-netbuki/apple-macbook-pro-16-silver-2023-mnwc3/
,https://hotline.ua/img/tx/406/406528464_s265.jpg,Lenovo Yoga Pro 7 14APH8 (82Y80014RM),"
            37 530",/ua/computer-noutbuki-netbuki/lenovo-yoga-pro-7-14aph8-82y80014rm/
,https://hotline.ua/img/tx/420/420665157_s265.jpg,"Apple MacBook Pro 16"" Silver Late 2023 (MRW63)","
            110 205",/ua/computer-noutbuki-netbuki/apple-macbook-pro-16-silver-late-2023-mrw63/
,https://hotline.ua/img/tx/424/424381906_s265.jpg,MSI Thin GF63 12VE (GF63 12VE-665XPL),"
            31 782",/ua/computer-noutbuki-netbuki/msi-thin-gf63-12ve-gf63-12ve-665xpl/
,https://hotline.ua/img/tx/451/451282909_s265.jpg,MSI Bravo 15 C7VF (C7VF-249XPL),"
            40 199",/ua/computer-noutbuki-netbuki/msi-bravo-15-c7vf-c7vf-249xpl/
,https://hotline.ua/img/tx/368/368083130_s265.jpg,"Apple MacBook Pro 16"" Space Gray 2023 (MNW93)","
            77 025",/ua/computer-noutbuki-netbuki/apple-macbook-pro-16-space-gray-2023-mnw93/
